iter	MultiClass
325	0.003589181619
326	0.00357893295
327	0.003566188737
328	0.003557368808
329	0.003545803677
330	0.003529224694
331	0.00352016203
332	0.00350409729
333	0.003492950701
334	0.003483308361
335	0.003472117029
336	0.003455323442
337	0.003439525593
338	0.003430713509
339	0.00342135913
340	0.003414253901
341	0.003404250369
342	0.003396529552
343	0.003386104609
344	0.00337704523
345	0.003368566539
346	0.003360716512
347	0.003352177571
348	0.003343843222
349	0.003333202541
350	0.003323654314
351	0.003309126941
352	0.003299101021
353	0.003290213738
354	0.003281934418
355	0.00327459434
356	0.003266640747
357	0.003257921688
358	0.003247041501
359	0.003236679606
360	0.003227185219
361	0.003220457589
362	0.003213485022
363	0.003204803524
364	0.003196515809
365	0.003187559684
366	0.003176654234
367	0.003169421758
368	0.003160551517
369	0.003151326351
370	0.00314380385
371	0.00313568686
372	0.003127530592
373	0.003118533891
374	0.003109602068
375	0.003103382317
376	0.003095157113
377	0.00308752407
378	0.00307897378
379	0.003070631117
380	0.003061180882
381	0.003054115341
382	0.003045544937
383	0.003033366628
384	0.003024373361
385	0.003015042362
386	0.003006768736
387	0.003001010862
388	0.002993402407
389	0.002986549332
390	0.002978442584
391	0.002971803904
392	0.002966195758
393	0.002959277556
394	0.002952959585
395	0.002946406726
396	0.002939360213
397	0.002928358625
398	0.002921939826
399	0.00291464879
400	0.002907210563
401	0.002901142517
402	0.002893758675
403	0.002887836593
404	0.002880565845
405	0.002872026202
406	0.002865461831
407	0.002858252185
408	0.002852360849
409	0.002845422558
410	0.002835273271
411	0.002826547088
412	0.002821157885
413	0.002816036181
414	0.002809732895
415	0.002803305798
416	0.00279693888
417	0.002790973751
418	0.002783923891
419	0.002776914134
420	0.002769301489
421	0.002764037113
422	0.002758609993
423	0.00275342233
424	0.002746571899
425	0.002737340829
426	0.002730967842
427	0.002724449343
428	0.002718699867
429	0.002712656328
430	0.002705693337
431	0.002700777399
432	0.002695229708
433	0.00268863275
434	0.002682849291
435	0.002676898922
436	0.002671902381
437	0.002667117837
438	0.00266079836
439	0.002653698553
440	0.00264833371
441	0.002642231171
442	0.002636038363
443	0.002629013417
444	0.002622732523
445	0.002616943904
446	0.002610508913
447	0.002604693864
448	0.002599702546
449	0.002593938187
450	0.002588069877
451	0.002582664065
452	0.002577749811
453	0.00256976375
454	0.002563737789
455	0.00255760097
456	0.002552113202
457	0.002546443237
458	0.002541899715
459	0.00253639246
460	0.002531804268
461	0.002525795549
462	0.002519466848
463	0.002511188117
464	0.002505923886
465	0.002498487558
466	0.002493174962
467	0.002487495843
468	0.002481908892
469	0.002475955121
470	0.002470458276
471	0.00246590645
472	0.002460082286
473	0.002455236831
474	0.002450493252
475	0.002445545694
476	0.002441412426
477	0.00243634485
478	0.00243129929
479	0.002425309599
480	0.00242129428
481	0.002415948858
482	0.002410581739
483	0.002406909654
484	0.002403113809
485	0.002400011975
486	0.002395301474
487	0.002390509323
488	0.002385559469
489	0.002380586963
490	0.002377606394
491	0.002372264445
492	0.00236794363
493	0.002363429945
494	0.002359634888
495	0.002355730302
496	0.002350738847
497	0.002346039954
498	0.002342285194
499	0.002337763506
